,Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Use_Promotion,Discount_Rate,Room_Rate,Reservation_Status,Staying
924,21210426,M,51,Asian American,College,<25K,South,City Hotel,12/17/2016,12/19/2016,10/24/2016,3,1,1,BB,Yes,No,No Deposit,Online,No,Yes,20,112,1,172800000000000
925,41447112,F,43,African American,College,50K -- 100K,East,Resort,12/17/2016,12/18/2016,9/24/2016,2,3,0,HB,No,No,Refundable,Online,Yes,Yes,20,132,2,86400000000000
926,60634462,M,44,African American,Mid-School,>100K,West,City Hotel,12/17/2016,12/18/2016,8/1/2016,2,1,1,BB,No,No,Non-Refundable,Direct,Yes,Yes,20,206,1,86400000000000
927,8234321,M,20,Asian American,College,50K -- 100K,South,City Hotel,12/18/2016,12/21/2016,6/11/2016,1,1,1,FB,No,No,No Deposit,Direct,No,Yes,20,217,1,259200000000000
928,21742258,M,23,Latino,Mid-School,25K --50K,East,Resort,12/18/2016,12/21/2016,10/11/2016,2,3,0,FB,No,No,Refundable,Direct,Yes,No,0,131,1,259200000000000
929,255736,M,64,Asian American,High-School,<25K,East,Airport Hotels,12/18/2016,12/19/2016,6/15/2016,3,1,1,FB,No,No,No Deposit,Online,No,No,0,224,3,86400000000000
930,87479737,F,60,Latino,College,<25K,North,Resort,12/18/2016,12/22/2016,8/17/2016,2,1,0,BB,No,No,No Deposit,Agent,No,Yes,25,157,2,345600000000000
931,44802651,M,61,African American,College,25K --50K,North,Resort,12/18/2016,12/20/2016,10/13/2016,1,1,0,FB,No,No,No Deposit,Agent,Yes,Yes,10,104,1,172800000000000
932,6301724,M,22,Latino,College,>100K,West,Resort,12/18/2016,12/19/2016,6/14/2016,2,1,0,BB,No,No,No Deposit,Direct,Yes,Yes,30,180,1,86400000000000
933,7975341,M,48,Asian American,High-School,50K -- 100K,South,Resort,12/18/2016,12/20/2016,10/26/2016,3,3,0,HB,No,No,No Deposit,Agent,Yes,Yes,10,126,1,172800000000000
934,3863462,F,22,African American,College,<25K,South,City Hotel,12/18/2016,12/20/2016,11/1/2016,2,1,1,HB,No,No,No Deposit,Direct,Yes,Yes,30,241,1,172800000000000
935,20779713,F,37,caucasian,Grad,50K -- 100K,West,Airport Hotels,12/18/2016,12/19/2016,12/8/2016,2,1,0,BB,No,No,Refundable,Direct,Yes,Yes,25,185,1,86400000000000
936,72020813,M,46,Asian American,High-School,50K -- 100K,North,City Hotel,12/18/2016,12/21/2016,11/28/2016,5,1,0,HB,No,No,No Deposit,Online,Yes,Yes,5,182,1,259200000000000
937,10459657,F,48,Latino,College,>100K,South,Resort,12/18/2016,12/20/2016,11/21/2016,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Yes,15,148,1,172800000000000
938,69510797,M,49,Latino,Grad,50K -- 100K,East,Resort,12/18/2016,12/20/2016,6/7/2016,4,1,0,FB,No,No,Refundable,Online,Yes,Yes,5,128,1,172800000000000
939,61443270,F,46,caucasian,Grad,<25K,North,City Hotel,12/18/2016,12/22/2016,8/30/2016,3,2,0,FB,No,No,No Deposit,Direct,Yes,Yes,5,194,2,345600000000000
940,47713030,M,28,Asian American,College,50K -- 100K,East,Resort,12/18/2016,12/19/2016,7/21/2016,2,3,0,FB,No,No,Non-Refundable,Online,Yes,No,0,195,1,86400000000000
941,61438557,M,35,Asian American,Mid-School,<25K,South,Airport Hotels,12/18/2016,12/20/2016,11/3/2016,5,1,1,FB,Yes,Yes,No Deposit,Online,No,Yes,20,237,1,172800000000000
942,39523483,M,47,Latino,College,>100K,South,City Hotel,12/18/2016,12/20/2016,5/20/2016,2,1,0,HB,Yes,No,Refundable,Online,Yes,No,0,180,1,172800000000000
943,60959311,F,21,caucasian,College,>100K,East,Resort,12/18/2016,12/20/2016,9/22/2016,2,1,0,FB,Yes,No,Refundable,Direct,Yes,Yes,20,180,1,172800000000000
944,68800796,M,32,African American,Mid-School,25K --50K,South,City Hotel,12/18/2016,12/22/2016,6/29/2016,2,2,0,BB,Yes,No,Refundable,Online,Yes,Yes,10,214,1,345600000000000
945,30713627,F,33,caucasian,College,50K -- 100K,South,Airport Hotels,12/18/2016,12/19/2016,9/7/2016,5,2,0,HB,Yes,Yes,No Deposit,Agent,Yes,Yes,5,130,1,86400000000000
946,3141740,M,69,caucasian,Grad,25K --50K,West,Resort,12/18/2016,12/21/2016,8/27/2016,2,1,0,BB,No,No,No Deposit,Online,No,Yes,10,190,1,259200000000000
947,44778691,F,23,caucasian,College,50K -- 100K,North,Airport Hotels,12/18/2016,12/20/2016,7/14/2016,1,1,0,BB,Yes,No,Refundable,Online,Yes,Yes,30,145,1,172800000000000
948,40673727,F,49,Latino,Grad,50K -- 100K,North,Airport Hotels,12/18/2016,12/20/2016,10/27/2016,2,2,0,FB,No,No,No Deposit,Agent,No,Yes,10,214,2,172800000000000
949,86740083,M,47,African American,College,50K -- 100K,North,City Hotel,12/18/2016,12/19/2016,6/26/2016,2,2,0,FB,No,No,No Deposit,Direct,Yes,No,0,141,2,86400000000000
950,45058735,F,59,Asian American,Mid-School,25K --50K,North,Resort,12/18/2016,12/19/2016,7/21/2016,2,2,0,BB,No,No,Non-Refundable,Direct,Yes,Yes,40,173,1,86400000000000
951,50054962,M,63,caucasian,High-School,50K -- 100K,South,City Hotel,12/18/2016,12/21/2016,12/4/2016,2,2,0,HB,Yes,No,Refundable,Online,Yes,Yes,20,212,1,259200000000000
952,66661559,M,52,Latino,Mid-School,25K --50K,South,Resort,12/18/2016,12/19/2016,9/17/2016,4,2,0,BB,No,No,No Deposit,Online,Yes,Yes,30,210,1,86400000000000
953,11384099,M,35,Asian American,College,>100K,South,Airport Hotels,12/18/2016,12/21/2016,6/25/2016,1,1,0,FB,No,No,Refundable,Online,Yes,No,0,179,3,259200000000000
954,1624305,M,32,Asian American,Mid-School,50K -- 100K,West,City Hotel,12/18/2016,12/20/2016,6/11/2016,4,1,0,HB,No,No,No Deposit,Online,Yes,Yes,10,139,3,172800000000000
955,97629136,M,38,caucasian,Mid-School,25K --50K,East,Airport Hotels,12/18/2016,12/21/2016,10/9/2016,2,2,1,HB,Yes,Yes,No Deposit,Direct,Yes,Yes,20,236,1,259200000000000
956,12775174,M,57,caucasian,High-School,50K -- 100K,South,Airport Hotels,12/18/2016,12/19/2016,7/7/2016,1,1,0,BB,No,No,Non-Refundable,Online,Yes,Yes,15,132,2,86400000000000
957,68109958,M,18,African American,College,25K --50K,South,City Hotel,12/18/2016,12/19/2016,11/15/2016,1,2,1,HB,No,No,Non-Refundable,Direct,Yes,Yes,25,112,1,86400000000000
958,98499290,M,43,Asian American,Grad,25K --50K,North,Airport Hotels,12/18/2016,12/19/2016,6/25/2016,2,1,0,BB,Yes,No,Non-Refundable,Online,No,Yes,10,209,1,86400000000000
959,82624659,M,48,African American,College,50K -- 100K,West,Resort,12/18/2016,12/21/2016,5/18/2016,5,1,0,BB,No,No,No Deposit,Agent,No,Yes,5,161,1,259200000000000
960,20472760,F,38,Latino,High-School,>100K,East,Airport Hotels,12/18/2016,12/20/2016,11/5/2016,1,1,0,BB,Yes,Yes,Refundable,Online,Yes,Yes,5,220,1,172800000000000
961,87054305,M,18,African American,Grad,<25K,South,City Hotel,12/18/2016,12/20/2016,9/15/2016,2,2,0,HB,Yes,No,Refundable,Online,Yes,Yes,10,158,1,172800000000000
962,18197773,M,43,caucasian,High-School,50K -- 100K,South,City Hotel,12/18/2016,12/19/2016,7/24/2016,1,1,0,FB,Yes,No,Refundable,Direct,No,No,0,202,1,86400000000000
963,442773,M,28,African American,College,<25K,East,City Hotel,12/18/2016,12/20/2016,5/28/2016,1,2,1,HB,No,No,No Deposit,Agent,Yes,Yes,20,144,1,172800000000000
964,39873114,M,24,Latino,College,>100K,West,Resort,12/18/2016,12/19/2016,9/21/2016,2,1,0,HB,No,No,No Deposit,Agent,No,No,0,173,1,86400000000000
965,92146832,F,60,Latino,High-School,50K -- 100K,South,Resort,12/18/2016,12/20/2016,10/5/2016,2,2,2,BB,No,No,No Deposit,Online,No,Yes,30,131,1,172800000000000
966,87410502,M,48,African American,Mid-School,25K --50K,South,Airport Hotels,12/18/2016,12/20/2016,9/18/2016,1,2,0,HB,No,No,No Deposit,Online,Yes,Yes,20,124,1,172800000000000
967,79043692,F,26,Asian American,Grad,50K -- 100K,West,Airport Hotels,12/19/2016,12/20/2016,9/26/2016,1,2,0,HB,No,No,No Deposit,Agent,Yes,Yes,10,188,1,86400000000000
968,54551201,F,24,Asian American,High-School,<25K,North,Airport Hotels,12/19/2016,12/20/2016,6/17/2016,2,2,1,BB,Yes,No,No Deposit,Online,Yes,Yes,10,126,1,86400000000000
969,40962670,F,66,Asian American,Mid-School,25K --50K,South,Airport Hotels,12/19/2016,12/22/2016,6/18/2016,1,2,0,FB,No,No,No Deposit,Online,Yes,No,0,250,3,259200000000000
970,59372611,F,55,African American,College,25K --50K,South,Airport Hotels,12/19/2016,12/22/2016,10/26/2016,5,1,0,BB,No,No,No Deposit,Online,Yes,Yes,5,218,1,259200000000000
971,1482209,F,57,caucasian,College,50K -- 100K,South,Resort,12/19/2016,12/20/2016,8/24/2016,1,2,1,BB,No,No,No Deposit,Online,No,Yes,20,151,1,86400000000000
972,86239976,F,60,Asian American,Grad,50K -- 100K,South,Resort,12/19/2016,12/20/2016,10/25/2016,2,1,1,BB,Yes,Yes,No Deposit,Direct,No,Yes,10,170,1,86400000000000
973,82771697,F,48,African American,College,25K --50K,East,Resort,12/19/2016,12/20/2016,10/27/2016,5,2,0,BB,Yes,No,No Deposit,Direct,Yes,No,0,124,1,86400000000000
974,39319078,F,38,caucasian,Mid-School,50K -- 100K,South,Resort,12/19/2016,12/20/2016,7/13/2016,2,1,0,BB,No,No,Refundable,Agent,No,No,0,124,2,86400000000000
975,24387898,M,38,caucasian,Mid-School,<25K,South,Airport Hotels,12/19/2016,12/22/2016,12/2/2016,2,1,0,BB,No,No,No Deposit,Direct,No,Yes,10,185,1,259200000000000
976,6229724,F,37,African American,College,<25K,North,City Hotel,12/19/2016,12/21/2016,7/30/2016,3,1,1,FB,Yes,No,No Deposit,Direct,Yes,Yes,25,162,3,172800000000000
977,28534345,M,21,Latino,Grad,>100K,West,Airport Hotels,12/19/2016,12/20/2016,7/4/2016,2,1,0,BB,No,No,Refundable,Online,Yes,No,0,161,3,86400000000000
978,51997718,M,63,African American,College,25K --50K,North,Airport Hotels,12/19/2016,12/20/2016,11/3/2016,2,3,0,HB,No,No,No Deposit,Online,Yes,Yes,20,245,1,86400000000000
979,19167171,F,38,caucasian,Mid-School,50K -- 100K,North,Airport Hotels,12/19/2016,12/21/2016,6/6/2016,3,1,0,HB,No,No,Refundable,Online,Yes,Yes,20,119,1,172800000000000
980,61117547,F,62,Latino,College,50K -- 100K,East,Airport Hotels,12/19/2016,12/20/2016,9/9/2016,2,1,0,BB,Yes,No,Refundable,Online,Yes,Yes,20,111,1,86400000000000
981,64788698,F,34,African American,College,25K --50K,South,Airport Hotels,12/19/2016,12/20/2016,5/19/2016,2,1,1,BB,No,No,No Deposit,Online,Yes,No,0,209,1,86400000000000
982,12960669,F,51,caucasian,College,<25K,North,Airport Hotels,12/19/2016,12/21/2016,12/19/2016,2,2,0,FB,No,No,No Deposit,Direct,Yes,Yes,10,246,3,172800000000000
983,11787022,M,25,African American,Grad,25K --50K,South,Resort,12/19/2016,12/21/2016,9/15/2016,2,3,0,HB,Yes,Yes,No Deposit,Direct,No,Yes,10,177,3,172800000000000
984,34818088,F,63,Asian American,Grad,<25K,East,Resort,12/19/2016,12/22/2016,7/26/2016,1,1,1,HB,No,No,No Deposit,Agent,Yes,Yes,25,247,1,259200000000000
985,67165469,M,39,African American,Grad,50K -- 100K,East,Airport Hotels,12/20/2016,12/22/2016,9/12/2016,2,3,0,FB,Yes,No,No Deposit,Direct,Yes,Yes,10,198,1,172800000000000
986,67459890,F,31,African American,Mid-School,<25K,East,City Hotel,12/20/2016,12/22/2016,8/7/2016,2,2,1,BB,Yes,No,Refundable,Online,No,Yes,5,174,1,172800000000000
987,65155373,F,31,African American,Mid-School,>100K,South,City Hotel,12/20/2016,12/23/2016,7/14/2016,3,1,1,BB,No,No,No Deposit,Online,No,Yes,40,222,1,259200000000000
988,48498201,M,42,Latino,College,<25K,East,Airport Hotels,12/20/2016,12/23/2016,12/13/2016,2,2,1,HB,No,No,Refundable,Agent,No,Yes,20,221,1,259200000000000
989,92165704,F,21,caucasian,College,<25K,North,Resort,12/20/2016,12/22/2016,11/9/2016,2,2,0,HB,Yes,No,Refundable,Online,Yes,No,0,229,2,172800000000000
990,33247236,F,18,African American,Mid-School,>100K,North,City Hotel,1/20/2017,1/21/2017,6/16/2016,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Yes,5,148,1,86400000000000
991,46678262,M,31,African American,College,25K --50K,South,Airport Hotels,12/20/2016,12/21/2016,6/3/2016,1,1,0,HB,Yes,No,No Deposit,Online,Yes,Yes,20,122,2,86400000000000
992,63491163,F,45,African American,High-School,<25K,West,Airport Hotels,12/20/2016,12/21/2016,8/3/2016,5,2,0,HB,No,No,No Deposit,Direct,Yes,Yes,25,138,2,86400000000000
993,47950865,M,32,Latino,Mid-School,50K -- 100K,West,City Hotel,12/20/2016,12/22/2016,8/1/2016,3,1,0,BB,No,No,No Deposit,Online,No,Yes,5,205,1,172800000000000
994,68385398,F,19,African American,College,25K --50K,South,City Hotel,12/20/2016,12/22/2016,6/15/2016,1,1,0,FB,Yes,No,Refundable,Online,Yes,Yes,30,213,1,172800000000000
995,22697348,M,25,African American,Mid-School,<25K,South,Resort,12/31/2016,1/2/2017,12/18/2016,2,2,1,FB,No,No,No Deposit,Online,No,No,0,178,1,172800000000000
996,66088269,F,64,Latino,Mid-School,50K -- 100K,East,City Hotel,1/25/2017,1/26/2017,11/13/2016,1,1,0,BB,Yes,Yes,Refundable,Online,No,No,0,175,1,86400000000000
997,57011312,F,69,Latino,Grad,25K --50K,East,City Hotel,12/20/2016,12/21/2016,8/11/2016,2,2,1,BB,No,No,No Deposit,Online,Yes,Yes,10,101,1,86400000000000
998,3061001,F,39,Latino,Mid-School,>100K,North,City Hotel,12/20/2016,12/21/2016,11/28/2016,3,3,0,BB,No,No,No Deposit,Online,Yes,Yes,30,182,1,86400000000000
999,25175876,F,21,caucasian,High-School,25K --50K,South,Airport Hotels,12/20/2016,12/22/2016,6/3/2016,1,2,1,BB,No,No,Non-Refundable,Direct,No,Yes,10,219,1,172800000000000
1000,12286644,F,18,Latino,Mid-School,50K -- 100K,West,City Hotel,12/20/2016,12/24/2016,11/19/2016,2,2,0,HB,No,No,No Deposit,Online,Yes,Yes,20,117,1,345600000000000
1001,53403546,F,59,caucasian,College,50K -- 100K,South,City Hotel,12/20/2016,12/22/2016,12/8/2016,2,2,0,HB,No,No,No Deposit,Online,Yes,Yes,10,234,1,172800000000000
1002,30929972,F,40,caucasian,College,>100K,South,Resort,12/20/2016,12/21/2016,6/23/2016,2,2,0,HB,Yes,No,No Deposit,Direct,No,Yes,40,230,1,86400000000000
1003,42702118,M,56,Latino,College,25K --50K,East,Airport Hotels,12/20/2016,12/22/2016,8/28/2016,5,2,1,FB,Yes,No,No Deposit,Online,Yes,Yes,25,135,1,172800000000000
1004,9235904,F,57,Asian American,College,50K -- 100K,South,City Hotel,12/20/2016,12/21/2016,9/27/2016,2,1,0,HB,No,No,No Deposit,Online,Yes,No,0,108,1,86400000000000
1005,43987683,M,57,Asian American,High-School,>100K,South,Resort,12/20/2016,12/23/2016,8/31/2016,2,2,0,HB,No,No,Refundable,Online,Yes,Yes,5,212,1,259200000000000
1006,13579467,F,31,Asian American,Mid-School,50K -- 100K,South,Resort,12/21/2016,12/25/2016,7/14/2016,3,2,0,HB,Yes,No,Non-Refundable,Online,Yes,No,0,101,3,345600000000000
1007,1829883,M,58,Asian American,Grad,25K --50K,South,City Hotel,12/21/2016,12/23/2016,6/30/2016,2,1,0,HB,No,No,Refundable,Direct,Yes,No,0,205,1,172800000000000
1008,88992850,M,24,Asian American,Mid-School,50K -- 100K,West,Resort,12/21/2016,12/24/2016,7/17/2016,2,1,0,HB,Yes,Yes,No Deposit,Online,Yes,No,0,166,1,259200000000000
1009,6830595,M,56,Latino,High-School,>100K,North,City Hotel,12/21/2016,12/22/2016,6/2/2016,1,1,0,BB,No,No,Refundable,Online,Yes,Yes,5,132,1,86400000000000
1010,19915866,M,29,Asian American,High-School,25K --50K,South,Resort,12/21/2016,12/23/2016,7/25/2016,1,2,0,HB,No,No,No Deposit,Online,Yes,Yes,40,105,1,172800000000000
1011,41278258,F,70,Latino,High-School,<25K,South,Airport Hotels,12/21/2016,12/22/2016,8/8/2016,2,2,0,FB,Yes,No,No Deposit,Online,No,No,0,155,1,86400000000000
1012,80670693,F,56,caucasian,Grad,25K --50K,South,City Hotel,1/12/2017,1/14/2017,7/7/2016,1,3,0,FB,No,No,Non-Refundable,Direct,Yes,Yes,20,114,2,172800000000000
1013,75433844,M,24,Asian American,Grad,<25K,East,Airport Hotels,12/21/2016,12/23/2016,11/15/2016,2,3,0,HB,No,No,No Deposit,Online,Yes,Yes,30,187,1,172800000000000
1014,4318167,M,27,caucasian,High-School,>100K,West,Resort,12/21/2016,12/22/2016,8/28/2016,1,3,0,FB,No,No,No Deposit,Online,Yes,Yes,5,175,1,86400000000000
1015,25692244,M,22,Asian American,College,>100K,South,Airport Hotels,12/21/2016,12/25/2016,5/17/2016,5,1,0,BB,Yes,Yes,No Deposit,Direct,No,Yes,10,212,2,345600000000000
1016,56763048,M,22,caucasian,Grad,25K --50K,West,Resort,5/3/2017,5/7/2017,9/27/2016,1,1,1,BB,No,No,No Deposit,Direct,Yes,Yes,25,212,1,345600000000000
1017,94230735,F,21,Latino,High-School,50K -- 100K,North,City Hotel,12/21/2016,12/22/2016,8/4/2016,3,3,1,FB,Yes,No,No Deposit,Online,Yes,Yes,5,185,1,86400000000000
1018,18759065,M,19,Latino,Mid-School,25K --50K,South,Resort,12/21/2016,12/23/2016,9/25/2016,2,1,0,HB,No,No,No Deposit,Online,No,Yes,25,156,1,172800000000000
1019,39385054,M,44,Latino,High-School,25K --50K,East,Resort,12/21/2016,12/22/2016,12/16/2016,3,1,0,HB,No,No,No Deposit,Online,Yes,Yes,30,188,1,86400000000000
1020,39295632,M,46,caucasian,College,>100K,East,Airport Hotels,12/21/2016,12/22/2016,6/29/2016,2,1,0,FB,No,No,Refundable,Online,Yes,Yes,25,196,1,86400000000000
1021,29101448,F,30,African American,College,>100K,North,Resort,12/21/2016,12/23/2016,10/5/2016,5,1,0,HB,Yes,No,No Deposit,Online,Yes,Yes,40,206,1,172800000000000
1022,23973990,M,67,Asian American,Mid-School,50K -- 100K,South,City Hotel,12/22/2016,12/23/2016,11/9/2016,4,3,1,FB,No,No,Refundable,Online,Yes,Yes,30,123,1,86400000000000
1023,33218331,M,64,African American,High-School,>100K,South,Airport Hotels,12/22/2016,12/23/2016,6/20/2016,2,2,0,BB,No,No,No Deposit,Direct,Yes,Yes,25,146,1,86400000000000
1024,77697751,M,30,African American,High-School,<25K,East,Resort,12/22/2016,12/24/2016,8/21/2016,1,1,0,HB,Yes,Yes,No Deposit,Agent,Yes,No,0,179,1,172800000000000
1025,52593494,M,42,caucasian,College,50K -- 100K,East,Resort,1/20/2017,1/23/2017,1/3/2017,2,1,0,HB,No,No,No Deposit,Online,No,Yes,5,158,1,259200000000000
1026,72754167,M,49,African American,Grad,50K -- 100K,West,Airport Hotels,12/22/2016,12/24/2016,6/30/2016,1,2,1,FB,No,No,No Deposit,Online,No,No,0,161,2,172800000000000
1027,29525359,F,51,Asian American,High-School,50K -- 100K,South,City Hotel,12/22/2016,12/23/2016,5/24/2016,2,1,0,HB,No,No,Refundable,Online,No,Yes,15,109,1,86400000000000
1028,87476952,M,37,Asian American,College,50K -- 100K,South,Airport Hotels,12/22/2016,12/23/2016,8/10/2016,3,1,0,HB,No,No,No Deposit,Agent,Yes,No,0,105,1,86400000000000
1029,59685178,M,53,caucasian,Mid-School,<25K,South,Resort,12/22/2016,12/25/2016,7/3/2016,2,2,1,FB,Yes,No,No Deposit,Online,Yes,Yes,10,195,2,259200000000000
1030,81641413,F,40,African American,High-School,<25K,South,Resort,12/22/2016,12/24/2016,12/14/2016,5,1,0,FB,No,No,Non-Refundable,Online,Yes,Yes,20,139,2,172800000000000
1031,79100181,F,25,Latino,College,50K -- 100K,East,Airport Hotels,12/22/2016,12/23/2016,10/16/2016,4,2,0,BB,No,No,No Deposit,Direct,No,Yes,20,213,1,86400000000000
1032,95245839,M,36,Latino,College,<25K,East,Resort,12/22/2016,12/26/2016,9/18/2016,2,1,1,HB,No,No,No Deposit,Direct,Yes,Yes,20,153,1,345600000000000
1033,22640274,M,56,Asian American,Grad,25K --50K,South,Airport Hotels,12/22/2016,12/23/2016,11/8/2016,1,2,1,FB,Yes,No,Non-Refundable,Online,Yes,No,0,232,3,86400000000000
1034,46795646,M,25,Latino,Mid-School,50K -- 100K,North,Airport Hotels,1/5/2017,1/7/2017,5/30/2016,2,2,0,BB,No,No,Refundable,Online,Yes,Yes,10,126,1,172800000000000
1035,68422702,F,55,caucasian,High-School,25K --50K,West,Airport Hotels,1/19/2017,1/21/2017,7/12/2016,2,2,0,BB,No,No,Refundable,Online,Yes,No,0,140,1,172800000000000
1036,97204913,F,41,caucasian,High-School,25K --50K,South,Airport Hotels,12/22/2016,12/24/2016,7/10/2016,2,3,2,BB,No,No,Refundable,Online,Yes,No,0,179,1,172800000000000
1037,95444147,M,30,Latino,High-School,50K -- 100K,North,Resort,12/22/2016,12/24/2016,6/19/2016,1,2,1,HB,No,No,No Deposit,Online,No,Yes,5,225,1,172800000000000
1038,322633,M,59,caucasian,College,25K --50K,West,City Hotel,12/22/2016,12/23/2016,11/4/2016,5,1,0,BB,Yes,Yes,Refundable,Agent,Yes,Yes,5,222,1,86400000000000
1039,98072286,F,32,caucasian,High-School,<25K,East,Airport Hotels,5/5/2017,5/7/2017,4/24/2017,4,1,2,FB,No,No,No Deposit,Online,Yes,Yes,25,129,2,172800000000000
1040,21107683,F,45,caucasian,Mid-School,<25K,West,Resort,6/9/2017,6/12/2017,2/17/2017,1,1,1,BB,No,No,Non-Refundable,Online,Yes,Yes,10,209,1,259200000000000
1041,71511156,M,26,caucasian,College,25K --50K,South,Resort,7/28/2017,7/30/2017,5/16/2017,2,2,0,HB,No,No,No Deposit,Agent,Yes,Yes,25,134,1,172800000000000
1042,46335826,M,21,caucasian,College,50K -- 100K,South,Airport Hotels,12/22/2016,12/24/2016,11/17/2016,2,1,0,BB,No,No,No Deposit,Agent,Yes,Yes,5,165,1,172800000000000
1043,68398987,F,35,Latino,High-School,<25K,East,Airport Hotels,12/22/2016,12/25/2016,7/20/2016,2,1,0,HB,Yes,No,No Deposit,Online,No,No,0,207,1,259200000000000
1044,8987123,F,28,Latino,Mid-School,>100K,South,Airport Hotels,12/29/2016,12/30/2016,8/13/2016,2,1,1,FB,No,No,No Deposit,Direct,Yes,Yes,25,217,1,86400000000000
1045,12827854,M,34,Asian American,High-School,>100K,North,City Hotel,12/30/2016,1/3/2017,6/17/2016,2,2,1,HB,No,No,Non-Refundable,Online,Yes,Yes,30,224,2,345600000000000
1046,43711013,F,28,caucasian,Mid-School,<25K,South,City Hotel,12/22/2016,12/23/2016,11/20/2016,3,1,0,BB,Yes,No,No Deposit,Online,Yes,Yes,15,139,1,86400000000000
1047,79780211,F,63,Latino,Grad,50K -- 100K,South,City Hotel,12/22/2016,12/25/2016,12/17/2016,4,1,1,FB,Yes,No,No Deposit,Direct,No,Yes,20,180,1,259200000000000
1048,31267900,F,48,Latino,High-School,>100K,West,Resort,12/22/2016,12/25/2016,7/7/2016,2,3,1,FB,Yes,No,No Deposit,Direct,Yes,No,0,179,2,259200000000000
1049,99850766,F,41,Asian American,High-School,25K --50K,North,Resort,12/22/2016,12/24/2016,8/6/2016,1,2,0,FB,No,No,No Deposit,Online,Yes,Yes,10,128,1,172800000000000
1050,52418975,M,46,caucasian,College,25K --50K,West,City Hotel,12/22/2016,12/24/2016,11/1/2016,2,3,0,HB,No,No,No Deposit,Direct,No,No,0,114,2,172800000000000
1051,65554993,F,37,Asian American,High-School,50K -- 100K,South,Resort,1/24/2017,1/25/2017,8/31/2016,1,1,0,HB,No,No,No Deposit,Online,No,Yes,5,143,1,86400000000000
1052,41176381,M,40,Asian American,Mid-School,25K --50K,North,Airport Hotels,12/22/2016,12/24/2016,11/26/2016,3,1,0,BB,No,No,No Deposit,Direct,No,Yes,10,131,1,172800000000000
1053,21483630,F,33,African American,Grad,50K -- 100K,West,Airport Hotels,12/22/2016,12/23/2016,8/27/2016,2,1,0,BB,No,No,Refundable,Agent,No,Yes,10,144,1,86400000000000
1054,46162917,F,31,Asian American,College,>100K,South,Airport Hotels,12/22/2016,12/25/2016,10/11/2016,4,1,1,FB,Yes,Yes,No Deposit,Online,Yes,No,0,131,1,259200000000000
1055,12828035,M,52,caucasian,High-School,50K -- 100K,North,City Hotel,12/22/2016,12/23/2016,12/19/2016,3,1,0,BB,No,No,No Deposit,Direct,Yes,Yes,10,134,1,86400000000000
1056,22687237,F,61,Asian American,High-School,50K -- 100K,North,City Hotel,2/24/2017,2/26/2017,8/4/2016,2,1,0,HB,No,No,Refundable,Online,Yes,Yes,10,189,1,172800000000000
1057,8108399,M,54,African American,College,50K -- 100K,North,City Hotel,3/31/2017,4/1/2017,9/13/2016,3,1,1,HB,No,No,Refundable,Agent,Yes,Yes,30,124,1,86400000000000
1058,94112231,M,35,caucasian,College,<25K,West,Resort,6/9/2017,6/10/2017,6/2/2017,2,1,2,HB,No,No,No Deposit,Direct,Yes,Yes,25,229,1,86400000000000
1059,97245300,M,42,caucasian,College,25K --50K,South,City Hotel,12/23/2016,12/26/2016,11/7/2016,2,1,0,HB,No,No,No Deposit,Online,Yes,Yes,25,239,1,259200000000000
1060,82029052,M,60,African American,Grad,25K --50K,South,Resort,12/23/2016,12/24/2016,9/27/2016,1,2,1,HB,No,No,Refundable,Direct,Yes,No,0,147,2,86400000000000
1061,43272362,F,29,African American,High-School,50K -- 100K,North,City Hotel,12/23/2016,12/24/2016,7/30/2016,2,2,1,BB,No,No,No Deposit,Agent,Yes,Yes,20,183,1,86400000000000
1062,69999465,M,18,Latino,Mid-School,>100K,South,Resort,12/23/2016,12/26/2016,6/11/2016,5,2,0,HB,No,No,Non-Refundable,Online,Yes,Yes,15,220,3,259200000000000
1063,74302517,M,38,Latino,Grad,50K -- 100K,West,Airport Hotels,12/23/2016,12/25/2016,8/19/2016,2,1,0,FB,Yes,Yes,No Deposit,Online,Yes,Yes,10,136,1,172800000000000
1064,57351878,F,22,African American,High-School,50K -- 100K,South,Airport Hotels,12/23/2016,12/25/2016,6/19/2016,2,1,1,BB,Yes,No,No Deposit,Online,Yes,Yes,10,212,1,172800000000000
1065,15577242,M,47,Latino,College,<25K,East,City Hotel,12/23/2016,12/24/2016,10/8/2016,5,3,0,HB,No,No,No Deposit,Agent,No,No,0,226,1,86400000000000
1066,82280845,F,41,caucasian,High-School,>100K,West,City Hotel,12/23/2016,12/24/2016,7/20/2016,2,3,1,FB,No,No,No Deposit,Online,Yes,Yes,5,212,1,86400000000000
1067,3326101,M,38,caucasian,Mid-School,25K --50K,South,Resort,12/23/2016,12/25/2016,12/22/2016,1,2,0,HB,Yes,No,Non-Refundable,Agent,Yes,No,0,186,1,172800000000000
